,origin,destination,requirement
37800,United States of America,United Kingdom,visa_free
37801,United States of America,Uruguay,visa_free
37802,United States of America,Uzbekistan,visa_on_arrival
37803,United States of America,Vanuatu,visa_free
37804,United States of America,Vatican City,visa_free
37805,United States of America,Venezuela,visa_required
37806,United States of America,Vietnam,visa_on_arrival
37807,United States of America,Yemen,visa_required
37808,United States of America,Zambia,visa_free
37809,United States of America,Zimbabwe,visa_on_arrival
37810,United States of America,United States of America,
37811,Uruguay,Afghanistan,visa_required
37812,Uruguay,Albania,visa_free
37813,Uruguay,Algeria,visa_required
37814,Uruguay,Andorra,visa_free
37815,Uruguay,Angola,visa_on_arrival
37816,Uruguay,Antigua and Barbuda,visa_required
37817,Uruguay,Argentina,visa_free
37818,Uruguay,Armenia,visa_free
37819,Uruguay,Australia,visa_required
37820,Uruguay,Austria,visa_free
37821,Uruguay,Azerbaijan,visa_required
37822,Uruguay,Bahamas,visa_free
37823,Uruguay,Bahrain,visa_on_arrival
37824,Uruguay,Bangladesh,visa_on_arrival
37825,Uruguay,Barbados,visa_free
37826,Uruguay,Belarus,visa_free
37827,Uruguay,Belgium,visa_free
37828,Uruguay,Belize,visa_free
37829,Uruguay,Benin,visa_required
37830,Uruguay,Bhutan,visa_required
37831,Uruguay,Bolivia,visa_free
37832,Uruguay,Bosnia and Herzegovina,visa_free
37833,Uruguay,Botswana,visa_free
37834,Uruguay,Brazil,visa_free
37835,Uruguay,Brunei,visa_required
37836,Uruguay,Bulgaria,visa_free
37837,Uruguay,Burkina Faso,visa_required
37838,Uruguay,Burundi,visa_on_arrival
37839,Uruguay,Cambodia,visa_on_arrival
37840,Uruguay,Cameroon,visa_required
37841,Uruguay,Canada,visa_required
37842,Uruguay,Cape Verde,visa_on_arrival
37843,Uruguay,Central African Republic,visa_required
37844,Uruguay,Chad,visa_required
37845,Uruguay,Chile,visa_free
37846,Uruguay,China,visa_required
37847,Uruguay,Colombia,visa_free
37848,Uruguay,Comoros,visa_on_arrival
37849,Uruguay,Congo [Republic],visa_required
37850,Uruguay,Congo [DRC],visa_on_arrival
37851,Uruguay,Costa Rica,visa_free
37852,Uruguay,Côte d'Ivoire,eta
37853,Uruguay,Croatia,visa_free
37854,Uruguay,Cuba,visa_on_arrival
37855,Uruguay,Cyprus,visa_free
37856,Uruguay,Czech Republic,visa_free
37857,Uruguay,Denmark,visa_free
37858,Uruguay,Djibouti,visa_on_arrival
37859,Uruguay,Dominica,visa_free
37860,Uruguay,Dominican Republic,visa_free
37861,Uruguay,Ecuador,visa_free
37862,Uruguay,Egypt,visa_on_arrival
37863,Uruguay,El Salvador,visa_free
37864,Uruguay,Equatorial Guinea,visa_required
37865,Uruguay,Eritrea,visa_required
37866,Uruguay,Estonia,visa_free
37867,Uruguay,Eswatini,visa_free
37868,Uruguay,Ethiopia,visa_on_arrival
37869,Uruguay,Fiji,visa_free
37870,Uruguay,Finland,visa_free
37871,Uruguay,France,visa_free
37872,Uruguay,Gabon,visa_on_arrival
37873,Uruguay,Gambia,visa_required
37874,Uruguay,Georgia,visa_free
37875,Uruguay,Germany,visa_free
37876,Uruguay,Ghana,visa_required
37877,Uruguay,Greece,visa_free
37878,Uruguay,Grenada,visa_free
37879,Uruguay,Guatemala,visa_free
37880,Uruguay,Guinea,visa_on_arrival
37881,Uruguay,Guinea-Bissau,visa_required
37882,Uruguay,Guyana,visa_free
37883,Uruguay,Haiti,visa_free
37884,Uruguay,Honduras,visa_free
37885,Uruguay,Hong Kong,visa_free
37886,Uruguay,Hungary,visa_free
37887,Uruguay,Iceland,visa_free
37888,Uruguay,India,visa_on_arrival
37889,Uruguay,Indonesia,visa_required
37890,Uruguay,Iran,visa_on_arrival
37891,Uruguay,Iraq,visa_required
37892,Uruguay,Ireland,visa_free
37893,Uruguay,Israel,visa_free
37894,Uruguay,Italy,visa_free
37895,Uruguay,Jamaica,visa_free
37896,Uruguay,Japan,visa_free
37897,Uruguay,Jordan,visa_on_arrival
37898,Uruguay,Kazakhstan,visa_required
37899,Uruguay,Kenya,visa_on_arrival
37900,Uruguay,Kiribati,visa_required
37901,Uruguay,Kosovo,visa_free
37902,Uruguay,Kuwait,visa_required
37903,Uruguay,Kyrgyzstan,visa_required
37904,Uruguay,Laos,visa_on_arrival
37905,Uruguay,Latvia,visa_free
37906,Uruguay,Lebanon,visa_on_arrival
37907,Uruguay,Lesotho,visa_on_arrival
37908,Uruguay,Liberia,visa_required
37909,Uruguay,Libya,visa_required
37910,Uruguay,Liechtenstein,visa_free
37911,Uruguay,Lithuania,visa_free
37912,Uruguay,Luxembourg,visa_free
37913,Uruguay,Macao,visa_free
37914,Uruguay,Madagascar,visa_on_arrival
37915,Uruguay,Malawi,visa_on_arrival
37916,Uruguay,Malaysia,visa_free
37917,Uruguay,Maldives,visa_on_arrival
37918,Uruguay,Mali,visa_required
37919,Uruguay,Malta,visa_free
37920,Uruguay,Marshall Islands,visa_on_arrival
37921,Uruguay,Mauritania,visa_on_arrival
37922,Uruguay,Mauritius,visa_on_arrival
37923,Uruguay,Mexico,visa_free
37924,Uruguay,Micronesia,visa_free
37925,Uruguay,Moldova,visa_free
37926,Uruguay,Monaco,visa_free
37927,Uruguay,Mongolia,visa_free
37928,Uruguay,Montenegro,visa_free
37929,Uruguay,Morocco,visa_required
37930,Uruguay,Mozambique,visa_on_arrival
37931,Uruguay,Myanmar [Burma],visa_required
37932,Uruguay,Namibia,visa_required
37933,Uruguay,Nauru,visa_required
37934,Uruguay,Nepal,visa_on_arrival
37935,Uruguay,Netherlands,visa_free
37936,Uruguay,New Zealand,eta
37937,Uruguay,Nicaragua,visa_free
37938,Uruguay,Niger,visa_required
37939,Uruguay,Nigeria,visa_on_arrival
37940,Uruguay,North Korea,visa_required
37941,Uruguay,North Macedonia,visa_free
37942,Uruguay,Norway,visa_free
37943,Uruguay,Oman,visa_on_arrival
37944,Uruguay,Pakistan,visa_required
37945,Uruguay,Palau,visa_on_arrival
37946,Uruguay,Palestinian Territories,visa_free
37947,Uruguay,Panama,visa_free
37948,Uruguay,Papua New Guinea,visa_on_arrival
37949,Uruguay,Paraguay,visa_free
37950,Uruguay,Peru,visa_free
37951,Uruguay,Philippines,visa_free
37952,Uruguay,Poland,visa_free
37953,Uruguay,Portugal,visa_free
37954,Uruguay,Qatar,visa_on_arrival
37955,Uruguay,Romania,visa_free
37956,Uruguay,Russia,visa_free
37957,Uruguay,Rwanda,visa_on_arrival
37958,Uruguay,Saint Kitts and Nevis,visa_free
37959,Uruguay,Saint Lucia,visa_free
37960,Uruguay,Samoa,visa_on_arrival
37961,Uruguay,San Marino,visa_free
37962,Uruguay,São Tomé and Príncipe,visa_required
37963,Uruguay,Saudi Arabia,visa_required
37964,Uruguay,Senegal,visa_required
37965,Uruguay,Serbia,visa_free
37966,Uruguay,Seychelles,visa_on_arrival
37967,Uruguay,Sierra Leone,visa_required
37968,Uruguay,Singapore,visa_free
37969,Uruguay,Slovakia,visa_free
37970,Uruguay,Slovenia,visa_free
37971,Uruguay,Solomon Islands,visa_required
37972,Uruguay,Somalia,visa_on_arrival
37973,Uruguay,South Africa,visa_free
37974,Uruguay,South Korea,eta
37975,Uruguay,South Sudan,visa_on_arrival
37976,Uruguay,Spain,visa_free
37977,Uruguay,Sri Lanka,eta
37978,Uruguay,Saint Vincent and the Grenadines,visa_free
37979,Uruguay,Sudan,visa_required
37980,Uruguay,Suriname,visa_free
37981,Uruguay,Sweden,visa_free
37982,Uruguay,Switzerland,visa_free
37983,Uruguay,Syria,visa_required
37984,Uruguay,Taiwan,visa_required
37985,Uruguay,Tajikistan,visa_required
37986,Uruguay,Tanzania,visa_on_arrival
37987,Uruguay,Thailand,visa_required
37988,Uruguay,Timor-Leste,visa_on_arrival
37989,Uruguay,Togo,visa_on_arrival
37990,Uruguay,Tonga,visa_required
37991,Uruguay,Trinidad and Tobago,visa_free
37992,Uruguay,Tunisia,visa_required
37993,Uruguay,Turkmenistan,visa_required
37994,Uruguay,Tuvalu,visa_on_arrival
37995,Uruguay,Turkey,visa_free
37996,Uruguay,Uganda,visa_on_arrival
37997,Uruguay,Ukraine,visa_free
37998,Uruguay,United Arab Emirates,visa_free
37999,Uruguay,United Kingdom,visa_free
38000,Uruguay,United States of America,visa_required
38001,Uruguay,Uzbekistan,visa_on_arrival
38002,Uruguay,Vanuatu,visa_free
38003,Uruguay,Vatican City,visa_free
38004,Uruguay,Venezuela,visa_free
38005,Uruguay,Vietnam,visa_on_arrival
38006,Uruguay,Yemen,visa_required
38007,Uruguay,Zambia,visa_on_arrival
38008,Uruguay,Zimbabwe,visa_on_arrival
38009,Uruguay,Uruguay,
38010,Uzbekistan,Afghanistan,visa_required
38011,Uzbekistan,Albania,visa_required
38012,Uzbekistan,Algeria,visa_required
38013,Uzbekistan,Andorra,visa_required
38014,Uzbekistan,Angola,visa_on_arrival
38015,Uzbekistan,Antigua and Barbuda,visa_free
38016,Uzbekistan,Argentina,visa_required
38017,Uzbekistan,Armenia,visa_free
38018,Uzbekistan,Australia,visa_required
38019,Uzbekistan,Austria,visa_required
38020,Uzbekistan,Azerbaijan,visa_free
38021,Uzbekistan,Bahamas,visa_required
38022,Uzbekistan,Bahrain,visa_required
38023,Uzbekistan,Bangladesh,visa_required
38024,Uzbekistan,Barbados,visa_free
38025,Uzbekistan,Belarus,visa_free
38026,Uzbekistan,Belgium,visa_required
38027,Uzbekistan,Belize,visa_required
38028,Uzbekistan,Benin,visa_required
38029,Uzbekistan,Bhutan,visa_required
38030,Uzbekistan,Bolivia,visa_on_arrival
38031,Uzbekistan,Bosnia and Herzegovina,visa_required
38032,Uzbekistan,Botswana,visa_required
38033,Uzbekistan,Brazil,visa_required
38034,Uzbekistan,Brunei,visa_required
38035,Uzbekistan,Bulgaria,visa_required
38036,Uzbekistan,Burkina Faso,visa_required
38037,Uzbekistan,Burundi,visa_on_arrival
38038,Uzbekistan,Cambodia,visa_on_arrival
38039,Uzbekistan,Cameroon,visa_required
38040,Uzbekistan,Canada,visa_required
38041,Uzbekistan,Cape Verde,visa_on_arrival
38042,Uzbekistan,Central African Republic,visa_required
38043,Uzbekistan,Chad,visa_required
38044,Uzbekistan,Chile,visa_required
38045,Uzbekistan,China,visa_required
38046,Uzbekistan,Colombia,visa_required
38047,Uzbekistan,Comoros,visa_on_arrival
38048,Uzbekistan,Congo [Republic],visa_required
38049,Uzbekistan,Congo [DRC],visa_on_arrival
38050,Uzbekistan,Costa Rica,visa_required
38051,Uzbekistan,Côte d'Ivoire,eta
38052,Uzbekistan,Croatia,visa_required
38053,Uzbekistan,Cuba,visa_required
38054,Uzbekistan,Cyprus,visa_required
38055,Uzbekistan,Czech Republic,visa_required
38056,Uzbekistan,Denmark,visa_required
38057,Uzbekistan,Djibouti,visa_on_arrival
38058,Uzbekistan,Dominica,visa_free
38059,Uzbekistan,Dominican Republic,visa_required
38060,Uzbekistan,Ecuador,visa_free
38061,Uzbekistan,Egypt,visa_required
38062,Uzbekistan,El Salvador,visa_required
38063,Uzbekistan,Equatorial Guinea,visa_required
38064,Uzbekistan,Eritrea,visa_required
38065,Uzbekistan,Estonia,visa_required
38066,Uzbekistan,Eswatini,visa_required
38067,Uzbekistan,Ethiopia,visa_on_arrival
38068,Uzbekistan,Fiji,visa_required
38069,Uzbekistan,Finland,visa_required
38070,Uzbekistan,France,visa_required
38071,Uzbekistan,Gabon,visa_on_arrival
38072,Uzbekistan,Gambia,visa_free
38073,Uzbekistan,Georgia,visa_free
38074,Uzbekistan,Germany,visa_required
38075,Uzbekistan,Ghana,visa_required
38076,Uzbekistan,Greece,visa_required
38077,Uzbekistan,Grenada,visa_required
38078,Uzbekistan,Guatemala,visa_required
38079,Uzbekistan,Guinea,visa_on_arrival
38080,Uzbekistan,Guinea-Bissau,visa_required
38081,Uzbekistan,Guyana,visa_required
38082,Uzbekistan,Haiti,visa_free
38083,Uzbekistan,Honduras,visa_required
38084,Uzbekistan,Hong Kong,visa_required
38085,Uzbekistan,Hungary,visa_required
38086,Uzbekistan,Iceland,visa_required
38087,Uzbekistan,India,visa_on_arrival
38088,Uzbekistan,Indonesia,visa_on_arrival
38089,Uzbekistan,Iran,visa_on_arrival
38090,Uzbekistan,Iraq,visa_required
38091,Uzbekistan,Ireland,visa_required
38092,Uzbekistan,Israel,visa_required
38093,Uzbekistan,Italy,visa_required
38094,Uzbekistan,Jamaica,visa_on_arrival
38095,Uzbekistan,Japan,visa_required
38096,Uzbekistan,Jordan,visa_on_arrival
38097,Uzbekistan,Kazakhstan,visa_free
38098,Uzbekistan,Kenya,visa_on_arrival
38099,Uzbekistan,Kiribati,visa_required
38100,Uzbekistan,Kosovo,visa_required
38101,Uzbekistan,Kuwait,visa_required
38102,Uzbekistan,Kyrgyzstan,visa_free
38103,Uzbekistan,Laos,visa_on_arrival
38104,Uzbekistan,Latvia,visa_required
38105,Uzbekistan,Lebanon,visa_on_arrival
38106,Uzbekistan,Lesotho,visa_on_arrival
38107,Uzbekistan,Liberia,visa_required
38108,Uzbekistan,Libya,visa_required
38109,Uzbekistan,Liechtenstein,visa_required
38110,Uzbekistan,Lithuania,visa_required
38111,Uzbekistan,Luxembourg,visa_required
38112,Uzbekistan,Macao,visa_on_arrival
38113,Uzbekistan,Madagascar,visa_on_arrival
38114,Uzbekistan,Malawi,visa_on_arrival
38115,Uzbekistan,Malaysia,visa_free
38116,Uzbekistan,Maldives,visa_on_arrival
38117,Uzbekistan,Mali,visa_required
38118,Uzbekistan,Malta,visa_required
38119,Uzbekistan,Marshall Islands,visa_required
38120,Uzbekistan,Mauritania,visa_on_arrival
38121,Uzbekistan,Mauritius,visa_on_arrival
38122,Uzbekistan,Mexico,visa_required
38123,Uzbekistan,Micronesia,visa_free
38124,Uzbekistan,Moldova,visa_free
38125,Uzbekistan,Monaco,visa_required
38126,Uzbekistan,Mongolia,visa_free
38127,Uzbekistan,Montenegro,visa_required
38128,Uzbekistan,Morocco,visa_required
38129,Uzbekistan,Mozambique,visa_on_arrival
38130,Uzbekistan,Myanmar [Burma],visa_required
38131,Uzbekistan,Namibia,visa_free
38132,Uzbekistan,Nauru,visa_required
38133,Uzbekistan,Nepal,visa_on_arrival
38134,Uzbekistan,Netherlands,visa_required
38135,Uzbekistan,New Zealand,visa_required
38136,Uzbekistan,Nicaragua,visa_on_arrival
38137,Uzbekistan,Niger,visa_required
38138,Uzbekistan,Nigeria,visa_on_arrival
38139,Uzbekistan,North Korea,visa_required
38140,Uzbekistan,North Macedonia,visa_required
38141,Uzbekistan,Norway,visa_required
38142,Uzbekistan,Oman,visa_required
38143,Uzbekistan,Pakistan,visa_required
38144,Uzbekistan,Palau,visa_on_arrival
38145,Uzbekistan,Palestinian Territories,visa_free
38146,Uzbekistan,Panama,visa_required
38147,Uzbekistan,Papua New Guinea,visa_required
38148,Uzbekistan,Paraguay,visa_required
38149,Uzbekistan,Peru,visa_required
38150,Uzbekistan,Philippines,visa_free
38151,Uzbekistan,Poland,visa_required
38152,Uzbekistan,Portugal,visa_required
38153,Uzbekistan,Qatar,visa_required
38154,Uzbekistan,Romania,visa_required
38155,Uzbekistan,Russia,visa_free
38156,Uzbekistan,Rwanda,visa_on_arrival
38157,Uzbekistan,Saint Kitts and Nevis,visa_required
38158,Uzbekistan,Saint Lucia,visa_required
38159,Uzbekistan,Samoa,visa_on_arrival
38160,Uzbekistan,San Marino,visa_required
38161,Uzbekistan,São Tomé and Príncipe,visa_required
38162,Uzbekistan,Saudi Arabia,visa_required
38163,Uzbekistan,Senegal,visa_required
38164,Uzbekistan,Serbia,visa_required
38165,Uzbekistan,Seychelles,visa_on_arrival
38166,Uzbekistan,Sierra Leone,visa_on_arrival
38167,Uzbekistan,Singapore,visa_required
38168,Uzbekistan,Slovakia,visa_required
38169,Uzbekistan,Slovenia,visa_required
38170,Uzbekistan,Solomon Islands,visa_required
38171,Uzbekistan,Somalia,visa_on_arrival
38172,Uzbekistan,South Africa,visa_required
38173,Uzbekistan,South Korea,visa_required
38174,Uzbekistan,South Sudan,visa_on_arrival
38175,Uzbekistan,Spain,visa_required
38176,Uzbekistan,Sri Lanka,eta
38177,Uzbekistan,Saint Vincent and the Grenadines,visa_free
38178,Uzbekistan,Sudan,visa_required
38179,Uzbekistan,Suriname,visa_free
38180,Uzbekistan,Sweden,visa_required
38181,Uzbekistan,Switzerland,visa_required
38182,Uzbekistan,Syria,visa_required
38183,Uzbekistan,Taiwan,visa_required
38184,Uzbekistan,Tajikistan,visa_free
38185,Uzbekistan,Tanzania,visa_required
38186,Uzbekistan,Thailand,visa_on_arrival
38187,Uzbekistan,Timor-Leste,visa_on_arrival
38188,Uzbekistan,Togo,visa_on_arrival
38189,Uzbekistan,Tonga,visa_required
38190,Uzbekistan,Trinidad and Tobago,visa_required
38191,Uzbekistan,Tunisia,visa_required
38192,Uzbekistan,Turkmenistan,visa_required
38193,Uzbekistan,Tuvalu,visa_on_arrival
38194,Uzbekistan,Turkey,visa_free
38195,Uzbekistan,Uganda,visa_on_arrival
38196,Uzbekistan,Ukraine,visa_free
38197,Uzbekistan,United Arab Emirates,visa_required
38198,Uzbekistan,United Kingdom,visa_required
38199,Uzbekistan,United States of America,visa_required
38200,Uzbekistan,Uruguay,visa_required
38201,Uzbekistan,Vanuatu,visa_required
38202,Uzbekistan,Vatican City,visa_required
38203,Uzbekistan,Venezuela,visa_required
38204,Uzbekistan,Vietnam,visa_required
38205,Uzbekistan,Yemen,visa_required
38206,Uzbekistan,Zambia,visa_required
38207,Uzbekistan,Zimbabwe,visa_on_arrival
38208,Uzbekistan,Uzbekistan,
38209,Vanuatu,Afghanistan,visa_required
38210,Vanuatu,Albania,visa_required
38211,Vanuatu,Algeria,visa_required
38212,Vanuatu,Andorra,visa_required
38213,Vanuatu,Angola,visa_on_arrival
38214,Vanuatu,Antigua and Barbuda,visa_free
38215,Vanuatu,Argentina,visa_required
38216,Vanuatu,Armenia,visa_on_arrival
38217,Vanuatu,Australia,visa_required
38218,Vanuatu,Austria,visa_required
38219,Vanuatu,Azerbaijan,visa_required
38220,Vanuatu,Bahamas,visa_free
38221,Vanuatu,Bahrain,visa_required
38222,Vanuatu,Bangladesh,visa_on_arrival
38223,Vanuatu,Barbados,visa_free
38224,Vanuatu,Belarus,visa_free
38225,Vanuatu,Belgium,visa_required
38226,Vanuatu,Belize,visa_free
38227,Vanuatu,Benin,visa_required
38228,Vanuatu,Bhutan,visa_required
38229,Vanuatu,Bolivia,visa_on_arrival
38230,Vanuatu,Bosnia and Herzegovina,visa_free
38231,Vanuatu,Botswana,visa_free
38232,Vanuatu,Brazil,visa_required
38233,Vanuatu,Brunei,visa_required
38234,Vanuatu,Bulgaria,visa_required
38235,Vanuatu,Burkina Faso,visa_required
38236,Vanuatu,Burundi,visa_on_arrival
38237,Vanuatu,Cambodia,visa_on_arrival
38238,Vanuatu,Cameroon,visa_required
38239,Vanuatu,Canada,visa_required
38240,Vanuatu,Cape Verde,visa_on_arrival
38241,Vanuatu,Central African Republic,visa_required
38242,Vanuatu,Chad,visa_required
38243,Vanuatu,Chile,visa_required
38244,Vanuatu,China,visa_required
38245,Vanuatu,Colombia,visa_required
38246,Vanuatu,Comoros,visa_on_arrival
38247,Vanuatu,Congo [Republic],visa_required
38248,Vanuatu,Congo [DRC],visa_on_arrival
38249,Vanuatu,Costa Rica,visa_free
38250,Vanuatu,Côte d'Ivoire,eta
38251,Vanuatu,Croatia,visa_required
38252,Vanuatu,Cuba,visa_on_arrival
38253,Vanuatu,Cyprus,visa_required
38254,Vanuatu,Czech Republic,visa_required
38255,Vanuatu,Denmark,visa_required
38256,Vanuatu,Djibouti,visa_on_arrival
38257,Vanuatu,Dominica,visa_free
38258,Vanuatu,Dominican Republic,visa_free
38259,Vanuatu,Ecuador,visa_free
38260,Vanuatu,Egypt,visa_on_arrival
38261,Vanuatu,El Salvador,visa_free
38262,Vanuatu,Equatorial Guinea,visa_required
38263,Vanuatu,Eritrea,visa_required
38264,Vanuatu,Estonia,visa_required
38265,Vanuatu,Eswatini,visa_free
38266,Vanuatu,Ethiopia,visa_on_arrival
38267,Vanuatu,Fiji,visa_free
38268,Vanuatu,Finland,visa_required
38269,Vanuatu,France,visa_required
38270,Vanuatu,Gabon,visa_on_arrival
38271,Vanuatu,Gambia,visa_free
38272,Vanuatu,Georgia,visa_required
38273,Vanuatu,Germany,visa_required
38274,Vanuatu,Ghana,visa_required
38275,Vanuatu,Greece,visa_required
38276,Vanuatu,Grenada,visa_free
38277,Vanuatu,Guatemala,visa_free
38278,Vanuatu,Guinea,visa_on_arrival
38279,Vanuatu,Guinea-Bissau,visa_required
38280,Vanuatu,Guyana,visa_required
38281,Vanuatu,Haiti,visa_free
38282,Vanuatu,Honduras,visa_free
38283,Vanuatu,Hong Kong,visa_free
38284,Vanuatu,Hungary,visa_required
38285,Vanuatu,Iceland,visa_required
38286,Vanuatu,India,visa_on_arrival
38287,Vanuatu,Indonesia,visa_required
38288,Vanuatu,Iran,visa_on_arrival
38289,Vanuatu,Iraq,visa_required
38290,Vanuatu,Ireland,visa_free
38291,Vanuatu,Israel,visa_free
38292,Vanuatu,Italy,visa_required
38293,Vanuatu,Jamaica,visa_free
38294,Vanuatu,Japan,visa_required
38295,Vanuatu,Jordan,visa_on_arrival
38296,Vanuatu,Kazakhstan,visa_required
38297,Vanuatu,Kenya,visa_free
38298,Vanuatu,Kiribati,visa_free
38299,Vanuatu,Kosovo,visa_free
38300,Vanuatu,Kuwait,visa_required
38301,Vanuatu,Kyrgyzstan,visa_required
38302,Vanuatu,Laos,visa_on_arrival
38303,Vanuatu,Latvia,visa_required
38304,Vanuatu,Lebanon,visa_required
38305,Vanuatu,Lesotho,visa_free
38306,Vanuatu,Liberia,visa_required
38307,Vanuatu,Libya,visa_required
38308,Vanuatu,Liechtenstein,visa_required
38309,Vanuatu,Lithuania,visa_required
38310,Vanuatu,Luxembourg,visa_required
38311,Vanuatu,Macao,visa_on_arrival
38312,Vanuatu,Madagascar,visa_on_arrival
38313,Vanuatu,Malawi,visa_on_arrival
38314,Vanuatu,Malaysia,visa_free
38315,Vanuatu,Maldives,visa_on_arrival
38316,Vanuatu,Mali,visa_required
38317,Vanuatu,Malta,visa_required
38318,Vanuatu,Marshall Islands,visa_on_arrival
38319,Vanuatu,Mauritania,visa_on_arrival
38320,Vanuatu,Mauritius,visa_free
38321,Vanuatu,Mexico,visa_required
38322,Vanuatu,Micronesia,visa_free
38323,Vanuatu,Moldova,visa_free
38324,Vanuatu,Monaco,visa_required
38325,Vanuatu,Mongolia,visa_required
38326,Vanuatu,Montenegro,visa_free
38327,Vanuatu,Morocco,visa_required
38328,Vanuatu,Mozambique,visa_on_arrival
38329,Vanuatu,Myanmar [Burma],visa_required
38330,Vanuatu,Namibia,visa_required
38331,Vanuatu,Nauru,visa_on_arrival
38332,Vanuatu,Nepal,visa_on_arrival
38333,Vanuatu,Netherlands,visa_required
38334,Vanuatu,New Zealand,visa_required
38335,Vanuatu,Nicaragua,visa_free
38336,Vanuatu,Niger,visa_required
38337,Vanuatu,Nigeria,visa_on_arrival
38338,Vanuatu,North Korea,visa_required
38339,Vanuatu,North Macedonia,visa_required
38340,Vanuatu,Norway,visa_required
38341,Vanuatu,Oman,visa_required
38342,Vanuatu,Pakistan,visa_required
38343,Vanuatu,Palau,visa_on_arrival
38344,Vanuatu,Palestinian Territories,visa_free
38345,Vanuatu,Panama,visa_free
38346,Vanuatu,Papua New Guinea,visa_on_arrival
38347,Vanuatu,Paraguay,visa_required
38348,Vanuatu,Peru,visa_free
38349,Vanuatu,Philippines,visa_free
38350,Vanuatu,Poland,visa_required
38351,Vanuatu,Portugal,visa_required
38352,Vanuatu,Qatar,visa_required
38353,Vanuatu,Romania,visa_required
38354,Vanuatu,Russia,visa_free
38355,Vanuatu,Rwanda,visa_on_arrival
38356,Vanuatu,Saint Kitts and Nevis,visa_free
38357,Vanuatu,Saint Lucia,visa_free
38358,Vanuatu,Samoa,visa_on_arrival
38359,Vanuatu,San Marino,visa_required
38360,Vanuatu,São Tomé and Príncipe,visa_required
38361,Vanuatu,Saudi Arabia,visa_required
38362,Vanuatu,Senegal,visa_on_arrival
38363,Vanuatu,Serbia,visa_required
38364,Vanuatu,Seychelles,visa_on_arrival
38365,Vanuatu,Sierra Leone,visa_on_arrival
38366,Vanuatu,Singapore,visa_free
38367,Vanuatu,Slovakia,visa_required
38368,Vanuatu,Slovenia,visa_required
38369,Vanuatu,Solomon Islands,visa_on_arrival
38370,Vanuatu,Somalia,visa_on_arrival
38371,Vanuatu,South Africa,visa_required
38372,Vanuatu,South Korea,visa_required
38373,Vanuatu,South Sudan,visa_on_arrival
38374,Vanuatu,Spain,visa_required
38375,Vanuatu,Sri Lanka,eta
38376,Vanuatu,Saint Vincent and the Grenadines,visa_free
38377,Vanuatu,Sudan,visa_required
38378,Vanuatu,Suriname,visa_free
38379,Vanuatu,Sweden,visa_required
38380,Vanuatu,Switzerland,visa_required
38381,Vanuatu,Syria,visa_required
38382,Vanuatu,Taiwan,visa_required
38383,Vanuatu,Tajikistan,visa_required
38384,Vanuatu,Tanzania,visa_free
38385,Vanuatu,Thailand,visa_on_arrival
38386,Vanuatu,Timor-Leste,visa_on_arrival
38387,Vanuatu,Togo,visa_on_arrival
38388,Vanuatu,Tonga,visa_on_arrival
38389,Vanuatu,Trinidad and Tobago,visa_free
38390,Vanuatu,Tunisia,visa_required
38391,Vanuatu,Turkmenistan,visa_required
38392,Vanuatu,Tuvalu,visa_on_arrival
38393,Vanuatu,Turkey,visa_on_arrival
38394,Vanuatu,Uganda,visa_free
38395,Vanuatu,Ukraine,visa_required
38396,Vanuatu,United Arab Emirates,visa_required
38397,Vanuatu,United Kingdom,visa_free
38398,Vanuatu,United States of America,visa_required
38399,Vanuatu,Uruguay,visa_required
38400,Vanuatu,Uzbekistan,visa_on_arrival
38401,Vanuatu,Vatican City,visa_required
38402,Vanuatu,Venezuela,visa_required
38403,Vanuatu,Vietnam,visa_on_arrival
38404,Vanuatu,Yemen,visa_required
38405,Vanuatu,Zambia,visa_free
38406,Vanuatu,Zimbabwe,visa_free
38407,Vanuatu,Vanuatu,
38408,Vatican City,Afghanistan,visa_required
38409,Vatican City,Albania,visa_free
38410,Vatican City,Algeria,visa_required
38411,Vatican City,Andorra,visa_free
38412,Vatican City,Angola,visa_on_arrival
38413,Vatican City,Antigua and Barbuda,visa_free
38414,Vatican City,Argentina,visa_free
38415,Vatican City,Armenia,visa_free
38416,Vatican City,Australia,eta
38417,Vatican City,Austria,visa_free
38418,Vatican City,Azerbaijan,visa_on_arrival
38419,Vatican City,Bahamas,visa_free
38420,Vatican City,Bahrain,visa_on_arrival
38421,Vatican City,Bangladesh,visa_on_arrival
38422,Vatican City,Barbados,visa_required
38423,Vatican City,Belarus,visa_free
38424,Vatican City,Belgium,visa_free
38425,Vatican City,Belize,visa_free
38426,Vatican City,Benin,visa_required
38427,Vatican City,Bhutan,visa_required
38428,Vatican City,Bolivia,visa_free
38429,Vatican City,Bosnia and Herzegovina,visa_free
38430,Vatican City,Botswana,visa_free
38431,Vatican City,Brazil,visa_free
38432,Vatican City,Brunei,visa_required
38433,Vatican City,Bulgaria,visa_free
38434,Vatican City,Burkina Faso,visa_required
38435,Vatican City,Burundi,visa_on_arrival
38436,Vatican City,Cambodia,visa_on_arrival
38437,Vatican City,Cameroon,visa_required
38438,Vatican City,Canada,eta
38439,Vatican City,Cape Verde,visa_free
38440,Vatican City,Central African Republic,visa_required
38441,Vatican City,Chad,visa_required
38442,Vatican City,Chile,visa_free
38443,Vatican City,China,visa_required
38444,Vatican City,Colombia,visa_free
38445,Vatican City,Comoros,visa_on_arrival
